ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
complaint,Complaints About Office Air Quality,I've noticed quite unpleasant odors coming through my workspace lately; they seem persistent despite regular maintenance checks last month. It's becoming increasingly difficult to focus on work due to these smells emanating throughout the floor plan.,office building management and facilities,,,,
complaint,Printer connectivity failure,"Hello, I'm having trouble connecting my printer via Wi-Fi at work today; I've tried restarting both devices but still can't get anything printed out.",IT and office technology support,,,,
complaint,Inadequate Wi-Fi Connectivity,This is ridiculous! I've tried connecting multiple times today but my internet keeps dropping out every few minutes while I'm working on client projects here at Central Hub Co-working Space.,shared workspace and coworking,,,,
complaint,Broken Printer,"Oh great, my printer decided today is its last hurrah; now I'm stuck printing documents on ancient paper.",IT and office technology support,,,,
complaint,Complaints About Office Air Conditioning,"I'm reaching out because my air conditioning has stopped working since last Monday; despite multiple calls over the weekend, there's still silence on its repair status. This is causing significant discomfort as temperatures soar outside.",office utilities and building services,,,,
complaint,Unrecognized Visitor Detected,"During my last visit on Tuesday afternoon at around 14:30, I noticed someone who wasn't listed as part of today's scheduled visitors entering through gate C.",office security and visitor management,,,,
complaint,Conference Room Booking Error,I've encountered multiple booking errors while trying to reserve Conference Room B on Monday mornings over the last month; can someone assist me?,conference room and meeting space management,,,,
complaint,Faulty Air Conditioning Unit,My office's AC stopped working last night; urgent repair needed.,commercial property and workspace rental,,,,
complaint,Broken Office Chair,Hey there! Just moved into my new desk space but found out I have a broken chair - can't sit properly!,office fit-out and renovation,,,,
complaint,Broken projector,My presentation just crashed because my broken projector didn't work again! This is unacceptable!,conference room and meeting space management,,,,
complaint,Unrecognized Visitor Detected,My name is John Smith; I noticed someone unfamiliar entering my building today.,office security and visitor management,,,,
complaint,Unannounced Landlord Visits,I'm really puzzled because my boss keeps coming into his rented space uninvited! I never signed up for surprise visits; can someone explain why he's doing this?,office leasing and tenant support,,,,
complaint,Complaints About Office Air Conditioning,Our air conditioning has stopped working again; very uncomfortable without AC.,office utilities and building services,,,,
