ticket_type,subject,text,domain,issue_severity,issue_urgency,business_impact,safety_concern,source
complaint,Water Leak Danger,We have been experiencing significant water leakage from under our new carpet for two days now. The situation poses an imminent threat to both property integrity and personal well-being.,Office Leasing and Tenant Support,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard Concern,The main entrance of our rented commercial space has an exposed wiring that poses serious fire hazards due to sparking occasionally observed around common areas.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Restricted Access Issue,We have encountered frequent delays due to restricted access at our designated lot entrance during peak hours last week.,office parking and access control,medium,high,medium,False,phi4_safety_synth
complaint,IT Support Delay,The IT department has repeatedly delayed fixing our network issues despite multiple requests over the past week. This is severely affecting my team's productivity.,IT and Office Technology Support,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space Location A123,"Upon arrival this morning to inspect my leased commercial space located on Avenue X near Lot B32/34/B35, I encountered an immediate concern involving exposed wiring underneath the premises which poses serious fire hazards. The landlord was notified immediately yet no action has been taken thus far.",office leasing and tenant support,high,high,low,True,phi4_safety_synth
complaint,Electrical Outage Complaint,"The recent power outage at our rented commercial space has caused significant disruption to my daily activities. Unfortunately, I cannot complete critical tasks such as accessing digital files or attending virtual meetings due to lack of electricity.",Commercial Property and Workspace Rental,medium,high,medium,False,phi4_safety_synth
complaint,IT Support Delayed Response Time,The IT department has been unresponsive for over two days now regarding our critical system outage issues at TechCorp HQ. This delay is affecting all employees' productivity significantly.,it and office technology support,high,high,high,False,phi4_safety_synth
complaint,Faulty HVAC Unit,The heating system is malfunctioning completely during winter months which poses serious health risks for everyone working from our leased space.,Office Leasing and Tenant Support,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at TechSpace Hub,There is an exposed wire on the floor near workstation A5 causing sparks when brushed against. This poses severe fire risks and could lead to serious injuries if someone were electrocuted.,shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,IT Support Issue - Network Downtime,The IT team hasn't resolved our network downtime issues for days now! Our work productivity has plummeted due to constant disconnections affecting all company-wide software.,it and office technology support,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Lease Office,The ceiling fan near our entrance is sparking intermittently despite recent repairs! We have reported this multiple times without resolution—it's extremely dangerous now.,office leasing and tenant support,high,high,low,True,phi4_safety_synth
complaint,HVAC Failure,The malfunctioning HVAC system has caused significant discomfort over the past week at our downtown office space.,office utilities and building services,medium,high,high,False,phi4_safety_synth
complaint,Plumbing Hazard at Office Premises,We have encountered severe water leakage near our HVAC unit which poses an immediate threat of flooding to critical areas within the facility.,office utilities and building services,high,high,high,True,phi4_safety_synth
