ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
inquiry,Inadequate Wi-Fi Connectivity,"I've encountered persistent problems accessing reliable internet at my desk today; despite multiple attempts throughout different times, I can't seem to get stable connectivity which is crucial for today's tasks.",shared workspace and coworking,,,,
inquiry,Lease Terms Discrepancy,"Upon reviewing my signed agreement versus what I actually received at move-in, I've noticed significant discrepancies regarding both the duration outlined under the lease term section as opposed to what's physically present on file.",office leasing and tenant support,,,,
complaint,Printer Paper Jam,Hey there! My printer just won't stop jamming on paper every time I try to print my reports at work today. It's super annoying because I've got deadlines coming up fast. Can someone help me fix this? Thanks!,IT and office technology support,,,,
complaint,Missing Cleaning Day,Hey there! Just noticed my desk is still covered in yesterday's coffee spill because I didn't get cleaned up on time last Tuesday.,office cleaning and janitorial services,,,,
complaint,Unrecognized Visitor Detected,We noticed someone on camera who doesn't match anyone listed as authorized visitors today at around noon. Can confirm they were wearing company attire but didn't have proper ID badge visible.,office security and visitor management,,,,
complaint,Lease Terms Discrepancy,"Upon reviewing my signed agreement versus what I have received physically at the premises, I've noticed significant discrepancies regarding both the stated lease term duration as per document compared to what's verbally communicated upon signing up. Additionally, there seems to be confusion over the allocated space; contrary to expectations set forth initially based on provided blueprints, I'm finding myself confined within smaller quarters than agreed.",office leasing and tenant support,,,,
complaint,Disputed Rent Payment,This is absolutely unacceptable! I paid my monthly lease on time last month as always but now they're saying I'm behind because they can't find proof? I've got bank statements showing everything clear - why am I being treated unfairly?! This needs immediate resolution before things escalate!,office leasing and tenant support,,,,
complaint,Missed Cleaning Day,Our building's lobby has accumulated trash since yesterday due to missing today's scheduled clean-up service. This oversight is causing inconvenience among tenants who frequent the space daily.,office cleaning and janitorial services,,,,
complaint,Broken Fire Extinguisher,"Oh great, another broken fire extinguisher! Because clearly someone forgot how important they were last time there was actually smoke.",office health and safety compliance,,,,
complaint,Inaccessible Parking Spot,I've noticed my usual spot is blocked today due to maintenance work on adjacent spaces; I usually park there as I'm closest to building entrance A. This has caused me significant inconvenience since I've arrived late twice already because finding another space took too long.,office parking and access control,,,,
complaint,Lease Renewal Denied,This is absolutely unacceptable! I have paid my rent on time every month as per agreement since last year; yet now they want more money? My business can't afford these sudden hikes—this isn't fair at all!,office leasing and tenant support,,,,
complaint,Complaints About Office Air Conditioning,"I'm reaching out because my air conditioning has stopped working since last Monday; despite multiple calls over the weekend, there's still silence on its repair status. This is causing significant discomfort as temperatures soar outside.",office utilities and building services,,,,
